borrower_id,segment,gst_sentiment,call_sentiment,gst_delay_flag,call_stress_flag,unstructured_risk_score,gst_filing_notes,collection_call_notes,label_bankrupt
MSME01958,MSME,-0.296,0.8525,0,1,0.4461,GST return for Sep filed within due date. ITC claims reconciled. || Steady monthly turnover reported in GST filings; no anomalies for Feb.,"Borrower reachable, no dispute raised, account in good standing. || Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Borrower reachable, no dispute raised, account in good standing.",0
MSME01959,MSME,-0.296,0.9256,0,1,0.4352,Regular GST compliance maintained. No late filing flags in Jun. || GSTR-3B filed on schedule for Jul. Turnover consistent with prior quarter. || GST return for Jul filed within due date. ITC claims reconciled. || GSTR-3B filed on schedule for Oct. Turnover consistent with prior quarter.,"Borrower reachable, no dispute raised, account in good standing. || Borrower reachable, no dispute raised, account in good standing. || Borrower reachable, no dispute raised, account in good standing.",0
MSME01960,MSME,-0.2732,-0.4215,1,1,0.7315,Repeated late filing pattern observed for Nov; compliance risk noted. || GSTR-3B filed on schedule for Jun. Turnover consistent with prior quarter. || Turnover declared in Jan filing dropped sharply versus prior period. || GST return for Jan filed after due date; ITC mismatch flagged.,Borrower requested EMI deferment citing cash flow stress.,0
MSME01961,MSME,-0.296,0.0,1,1,0.674,GST return for May filed after due date; ITC mismatch flagged. || Turnover declared in Sep filing dropped sharply versus prior period. || Regular GST compliance maintained. No late filing flags in Sep. || GST return for Nov filed within due date. ITC claims reconciled.,Borrower requested restructuring due to declining order book.,0
MSME01962,MSME,-0.5267,0.0,0,0,0.5317,Steady monthly turnover reported in GST filings; no anomalies for Oct. || GSTR-3B filed on schedule for May. Turnover consistent with prior quarter. || GST return for Sep filed within due date. ITC claims reconciled. || Regular GST compliance maintained. No late filing flags in Jul.,Routine EMI reminder call placed. Borrower confirmed payment scheduled.,0
MSME01963,MSME,-0.296,0.8398,0,1,0.448,GSTR-3B filed on schedule for Jan. Turnover consistent with prior quarter. || Regular GST compliance maintained. No late filing flags in Jan. || GST return for Jan filed within due date. ITC claims reconciled.,"Courtesy call completed. No stress indicators noted. || Borrower reachable, no dispute raised, account in good standing.",0
MSME01964,MSME,-0.296,0.6319,0,1,0.4792,GST return for Oct filed within due date. ITC claims reconciled. || Regular GST compliance maintained. No late filing flags in Nov. || GST return for Jan filed within due date. ITC claims reconciled.,"Borrower reachable, no dispute raised, account in good standing.",0
MSME01965,MSME,-0.5267,0.8398,0,1,0.5057,Regular GST compliance maintained. No late filing flags in Oct. || GST return for Aug filed within due date. ITC claims reconciled. || Steady monthly turnover reported in GST filings; no anomalies for Jul. || GSTR-3B filed on schedule for Oct. Turnover consistent with prior quarter.,"Courtesy call completed. No stress indicators noted. || Borrower reachable, no dispute raised, account in good standing.",0
MSME01966,MSME,-0.5267,0.5903,0,0,0.4431,Steady monthly turnover reported in GST filings; no anomalies for Feb. || Steady monthly turnover reported in GST filings; no anomalies for Mar.,Courtesy call completed. No stress indicators noted. || Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Routine EMI reminder call placed. Borrower confirmed payment scheduled.,0
MSME01967,MSME,-0.296,0.8525,0,1,0.4461,GSTR-3B filed on schedule for Jun. Turnover consistent with prior quarter. || Regular GST compliance maintained. No late filing flags in Jan.,"Borrower reachable, no dispute raised, account in good standing. || Borrower reachable, no dispute raised, account in good standing.",0
MSME01968,MSME,-0.296,0.6319,0,1,0.4792,GSTR-3B filed on schedule for Oct. Turnover consistent with prior quarter. || Steady monthly turnover reported in GST filings; no anomalies for Jul. || GST return for May filed within due date. ITC claims reconciled.,"Borrower reachable, no dispute raised, account in good standing.",0
MSME01969,MSME,-0.5267,0.6319,0,1,0.5369,GST return for Mar filed within due date. ITC claims reconciled. || Steady monthly turnover reported in GST filings; no anomalies for Jan. || Regular GST compliance maintained. No late filing flags in Mar.,"Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Borrower reachable, no dispute raised, account in good standing.",0
MSME01970,MSME,-0.6808,0.5903,0,0,0.4817,Steady monthly turnover reported in GST filings; no anomalies for Jul. || GST return for Mar filed within due date. ITC claims reconciled. || Regular GST compliance maintained. No late filing flags in Jul. || Regular GST compliance maintained. No late filing flags in Mar.,Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Courtesy call completed. No stress indicators noted. || Routine EMI reminder call placed. Borrower confirmed payment scheduled.,0
MSME01971,MSME,0.0,0.9256,0,1,0.3612,GST return for Nov filed within due date. ITC claims reconciled. || GSTR-3B filed on schedule for Aug. Turnover consistent with prior quarter.,"Borrower reachable, no dispute raised, account in good standing. || Borrower reachable, no dispute raised, account in good standing. || Borrower reachable, no dispute raised, account in good standing.",0
MSME01972,MSME,-0.296,0.8398,0,1,0.448,GST return for Sep filed within due date. ITC claims reconciled. || GST return for Nov filed within due date. ITC claims reconciled. || Regular GST compliance maintained. No late filing flags in Jun.,"Courtesy call completed. No stress indicators noted. || Borrower reachable, no dispute raised, account in good standing.",0
MSME01973,MSME,-0.296,0.6319,0,1,0.4792,Regular GST compliance maintained. No late filing flags in Sep. || GSTR-3B filed on schedule for Jun. Turnover consistent with prior quarter.,"Borrower reachable, no dispute raised, account in good standing.",0
MSME01974,MSME,0.0,0.5903,0,0,0.3115,GST return for Jun filed within due date. ITC claims reconciled. || GSTR-3B filed on schedule for Apr. Turnover consistent with prior quarter.,Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Courtesy call completed. No stress indicators noted.,0
MSME01975,MSME,-0.6808,0.5903,0,0,0.4817,Regular GST compliance maintained. No late filing flags in Jan. || Regular GST compliance maintained. No late filing flags in Jul. || Regular GST compliance maintained. No late filing flags in Nov. || GSTR-3B filed on schedule for Feb. Turnover consistent with prior quarter.,Courtesy call completed. No stress indicators noted.,0
MSME01976,MSME,-0.5267,0.9209,0,1,0.4935,Steady monthly turnover reported in GST filings; no anomalies for Mar. || Regular GST compliance maintained. No late filing flags in Aug.,"Borrower reachable, no dispute raised, account in good standing. || Borrower reachable, no dispute raised, account in good standing. || Courtesy call completed. No stress indicators noted.",0
MSME01977,MSME,0.0,0.0,0,0,0.4,GST return for Oct filed within due date. ITC claims reconciled. || GST return for Sep filed within due date. ITC claims reconciled. || GST return for Dec filed within due date. ITC claims reconciled. || GST return for Sep filed within due date. ITC claims reconciled.,Routine EMI reminder call placed. Borrower confirmed payment scheduled.,0
MSME01978,MSME,-0.296,0.8525,0,1,0.4461,GST return for Mar filed within due date. ITC claims reconciled. || GST return for Mar filed within due date. ITC claims reconciled. || Steady monthly turnover reported in GST filings; no anomalies for Feb. || GST return for Feb filed within due date. ITC claims reconciled.,"Borrower reachable, no dispute raised, account in good standing. || Borrower reachable, no dispute raised, account in good standing.",0
MSME01979,MSME,0.0,0.5903,0,0,0.3115,GST return for Jan filed within due date. ITC claims reconciled. || GSTR-3B filed on schedule for Jan. Turnover consistent with prior quarter. || GST return for Jun filed within due date. ITC claims reconciled.,Courtesy call completed. No stress indicators noted.,0
MSME01980,MSME,-0.5267,0.6319,0,1,0.5369,GST return for May filed within due date. ITC claims reconciled. || Regular GST compliance maintained. No late filing flags in Aug. || Regular GST compliance maintained. No late filing flags in Jun.,"Borrower reachable, no dispute raised, account in good standing. || Routine EMI reminder call placed. Borrower confirmed payment scheduled.",0
MSME01981,MSME,-0.296,0.9156,0,1,0.4367,GST return for Dec filed within due date. ITC claims reconciled. || Steady monthly turnover reported in GST filings; no anomalies for Feb. || GST return for Feb filed within due date. ITC claims reconciled. || GST return for Oct filed within due date. ITC claims reconciled.,"Courtesy call completed. No stress indicators noted. || Courtesy call completed. No stress indicators noted. || Borrower reachable, no dispute raised, account in good standing.",0
MSME01982,MSME,-0.296,0.0,0,0,0.474,GSTR-3B filed on schedule for Apr. Turnover consistent with prior quarter. || Regular GST compliance maintained. No late filing flags in Jun. || GSTR-3B filed on schedule for Aug. Turnover consistent with prior quarter.,Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Routine EMI reminder call placed. Borrower confirmed payment scheduled.,0
MSME01983,MSME,-0.5267,0.5903,0,0,0.4431,Regular GST compliance maintained. No late filing flags in Feb. || Regular GST compliance maintained. No late filing flags in Apr. || GSTR-3B filed on schedule for Jul. Turnover consistent with prior quarter.,Courtesy call completed. No stress indicators noted.,0
MSME01984,MSME,-0.5267,0.6319,0,1,0.5369,GSTR-3B filed on schedule for Sep. Turnover consistent with prior quarter. || Regular GST compliance maintained. No late filing flags in Jun. || Steady monthly turnover reported in GST filings; no anomalies for Aug. || GSTR-3B filed on schedule for Apr. Turnover consistent with prior quarter.,"Borrower reachable, no dispute raised, account in good standing.",0
MSME01985,MSME,-0.5267,0.5903,0,0,0.4431,GSTR-3B filed on schedule for Jun. Turnover consistent with prior quarter. || Regular GST compliance maintained. No late filing flags in Jun. || Steady monthly turnover reported in GST filings; no anomalies for Feb.,Courtesy call completed. No stress indicators noted.,0
MSME01986,MSME,-0.296,0.8255,0,0,0.3502,GST return for Apr filed within due date. ITC claims reconciled. || Regular GST compliance maintained. No late filing flags in Dec. || GSTR-3B filed on schedule for Aug. Turnover consistent with prior quarter.,Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Courtesy call completed. No stress indicators noted. || Courtesy call completed. No stress indicators noted.,0
MSME01987,MSME,-0.5267,0.6319,0,1,0.5369,Steady monthly turnover reported in GST filings; no anomalies for Nov. || GST return for Apr filed within due date. ITC claims reconciled. || Steady monthly turnover reported in GST filings; no anomalies for May.,"Borrower reachable, no dispute raised, account in good standing. || Routine EMI reminder call placed. Borrower confirmed payment scheduled.",0
MSME01988,MSME,-0.5267,0.6319,0,1,0.5369,Regular GST compliance maintained. No late filing flags in Jul. || Steady monthly turnover reported in GST filings; no anomalies for Oct. || GSTR-3B filed on schedule for Oct. Turnover consistent with prior quarter.,"Borrower reachable, no dispute raised, account in good standing. || Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Routine EMI reminder call placed. Borrower confirmed payment scheduled.",0
MSME01989,MSME,-0.296,0.8525,0,1,0.4461,GST return for Oct filed within due date. ITC claims reconciled. || Steady monthly turnover reported in GST filings; no anomalies for Jul.,"Borrower reachable, no dispute raised, account in good standing. || Borrower reachable, no dispute raised, account in good standing. || Routine EMI reminder call placed. Borrower confirmed payment scheduled.",0
MSME01990,MSME,-0.296,0.8255,0,0,0.3502,GSTR-3B filed on schedule for Jan. Turnover consistent with prior quarter. || GSTR-3B filed on schedule for Feb. Turnover consistent with prior quarter. || GST return for Sep filed within due date. ITC claims reconciled. || Regular GST compliance maintained. No late filing flags in Aug.,Courtesy call completed. No stress indicators noted. || Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Courtesy call completed. No stress indicators noted.,0
MSME01991,MSME,-0.5267,0.8398,0,1,0.5057,Regular GST compliance maintained. No late filing flags in Jun. || GSTR-3B filed on schedule for Feb. Turnover consistent with prior quarter. || Steady monthly turnover reported in GST filings; no anomalies for Sep. || GST return for Nov filed within due date. ITC claims reconciled.,"Borrower reachable, no dispute raised, account in good standing. || Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Courtesy call completed. No stress indicators noted.",0
MSME01992,MSME,-0.296,0.8398,0,1,0.448,GST return for Sep filed within due date. ITC claims reconciled. || Steady monthly turnover reported in GST filings; no anomalies for Oct. || GST return for Oct filed within due date. ITC claims reconciled.,"Borrower reachable, no dispute raised, account in good standing. || Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Courtesy call completed. No stress indicators noted.",0
MSME01993,MSME,-0.296,0.5903,0,0,0.3855,GST return for Jun filed within due date. ITC claims reconciled. || Regular GST compliance maintained. No late filing flags in Sep. || GSTR-3B filed on schedule for Sep. Turnover consistent with prior quarter.,Courtesy call completed. No stress indicators noted. || Routine EMI reminder call placed. Borrower confirmed payment scheduled.,0
MSME01994,MSME,-0.296,0.6319,0,1,0.4792,Steady monthly turnover reported in GST filings; no anomalies for Dec. || GSTR-3B filed on schedule for Dec. Turnover consistent with prior quarter.,"Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Borrower reachable, no dispute raised, account in good standing.",0
MSME01995,MSME,-0.5267,0.8398,0,1,0.5057,Steady monthly turnover reported in GST filings; no anomalies for Oct. || Steady monthly turnover reported in GST filings; no anomalies for Feb.,"Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Borrower reachable, no dispute raised, account in good standing. || Courtesy call completed. No stress indicators noted.",0
MSME01996,MSME,-0.5267,0.8398,0,1,0.5057,GST return for Feb filed within due date. ITC claims reconciled. || Steady monthly turnover reported in GST filings; no anomalies for Apr. || Regular GST compliance maintained. No late filing flags in Aug.,"Courtesy call completed. No stress indicators noted. || Borrower reachable, no dispute raised, account in good standing.",0
MSME01997,MSME,-0.296,0.0,0,0,0.474,Regular GST compliance maintained. No late filing flags in Mar. || GSTR-3B filed on schedule for Nov. Turnover consistent with prior quarter.,Routine EMI reminder call placed. Borrower confirmed payment scheduled.,0
MSME01998,MSME,-0.5267,0.5903,0,0,0.4431,GSTR-3B filed on schedule for Sep. Turnover consistent with prior quarter. || Regular GST compliance maintained. No late filing flags in Feb. || Steady monthly turnover reported in GST filings; no anomalies for Oct.,Courtesy call completed. No stress indicators noted. || Routine EMI reminder call placed. Borrower confirmed payment scheduled.,0
MSME01999,MSME,-0.5267,0.8398,0,1,0.5057,GSTR-3B filed on schedule for Jan. Turnover consistent with prior quarter. || Regular GST compliance maintained. No late filing flags in Dec. || Steady monthly turnover reported in GST filings; no anomalies for Feb.,"Borrower reachable, no dispute raised, account in good standing. || Courtesy call completed. No stress indicators noted. || Routine EMI reminder call placed. Borrower confirmed payment scheduled.",0
MSME02000,MSME,-0.2732,0.8255,1,0,0.4445,Repeated late filing pattern observed for Mar; compliance risk noted. || GST return for Oct filed after due date; ITC mismatch flagged. || GST return for Nov filed within due date. ITC claims reconciled.,Courtesy call completed. No stress indicators noted. || Courtesy call completed. No stress indicators noted.,1
MSME02001,MSME,-0.4588,0.3678,1,1,0.6595,GST return for Jan filed within due date. ITC claims reconciled. || Repeated late filing pattern observed for Apr; compliance risk noted. || GSTR-3B filing delayed by 44 days for Dec. Late fee applicable.,Field visit report notes shutdown/reduced operations at business premises. || Call escalated - borrower reported delay in receivables from customers. || Courtesy call completed. No stress indicators noted.,1
MSME02002,MSME,-0.2732,0.5903,1,1,0.5798,GST return for Aug filed after due date; ITC mismatch flagged. || Repeated late filing pattern observed for Feb; compliance risk noted.,Borrower requested restructuring due to declining order book. || Field visit report notes shutdown/reduced operations at business premises. || Courtesy call completed. No stress indicators noted.,1
MSME02003,MSME,-0.6249,0.0,1,0,0.6562,GSTR-3B filing delayed by 16 days for Jan. Late fee applicable. || Repeated late filing pattern observed for May; compliance risk noted. || GST return for Jul filed after due date; ITC mismatch flagged. || Repeated late filing pattern observed for Aug; compliance risk noted.,Routine EMI reminder call placed. Borrower confirmed payment scheduled.,1
MSME02004,MSME,0.0,0.5903,1,1,0.5115,"Nil/near-nil turnover reported in Jun GST return, inconsistent with loan ticket size. || GST return for Oct filed after due date; ITC mismatch flagged.",Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Courtesy call completed. No stress indicators noted. || Borrower unresponsive to last two collection calls.,1
MSME02005,MSME,-0.296,0.6319,0,1,0.4792,GST return for Jun filed within due date. ITC claims reconciled. || Regular GST compliance maintained. No late filing flags in Aug. || GST return for Feb filed within due date. ITC claims reconciled.,"Borrower reachable, no dispute raised, account in good standing.",0
MSME02006,MSME,-0.296,0.6319,0,1,0.4792,Regular GST compliance maintained. No late filing flags in Aug. || GST return for Jun filed within due date. ITC claims reconciled.,"Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Borrower reachable, no dispute raised, account in good standing.",0
MSME02007,MSME,-0.5267,0.8525,0,1,0.5038,GSTR-3B filed on schedule for Oct. Turnover consistent with prior quarter. || Regular GST compliance maintained. No late filing flags in Nov. || Regular GST compliance maintained. No late filing flags in Sep.,"Borrower reachable, no dispute raised, account in good standing. || Borrower reachable, no dispute raised, account in good standing. || Routine EMI reminder call placed. Borrower confirmed payment scheduled.",0
MSME02008,MSME,-0.5267,0.8525,0,1,0.5038,Steady monthly turnover reported in GST filings; no anomalies for Oct. || Steady monthly turnover reported in GST filings; no anomalies for Nov.,"Borrower reachable, no dispute raised, account in good standing. || Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Borrower reachable, no dispute raised, account in good standing.",0
MSME02009,MSME,0.0,0.5903,0,0,0.3115,GSTR-3B filed on schedule for Sep. Turnover consistent with prior quarter. || GST return for Jul filed within due date. ITC claims reconciled. || GSTR-3B filed on schedule for May. Turnover consistent with prior quarter.,Courtesy call completed. No stress indicators noted.,0
MSME02010,MSME,-0.5267,0.6319,0,1,0.5369,Steady monthly turnover reported in GST filings; no anomalies for Feb. || Regular GST compliance maintained. No late filing flags in Jun.,"Borrower reachable, no dispute raised, account in good standing.",0
MSME02011,MSME,0.0,0.6319,0,1,0.4052,GST return for Jul filed within due date. ITC claims reconciled. || GST return for Jan filed within due date. ITC claims reconciled. || GSTR-3B filed on schedule for Feb. Turnover consistent with prior quarter. || GSTR-3B filed on schedule for Apr. Turnover consistent with prior quarter.,"Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Borrower reachable, no dispute raised, account in good standing.",0
MSME02012,MSME,-0.5267,0.6319,0,1,0.5369,Steady monthly turnover reported in GST filings; no anomalies for Mar. || Regular GST compliance maintained. No late filing flags in Jul.,"Borrower reachable, no dispute raised, account in good standing. || Routine EMI reminder call placed. Borrower confirmed payment scheduled.",0
MSME02013,MSME,-0.296,0.5903,0,0,0.3855,GST return for May filed within due date. ITC claims reconciled. || GST return for Nov filed within due date. ITC claims reconciled. || GSTR-3B filed on schedule for Aug. Turnover consistent with prior quarter. || Regular GST compliance maintained. No late filing flags in Sep.,Courtesy call completed. No stress indicators noted.,0
MSME02014,MSME,-0.296,0.6319,0,1,0.4792,Steady monthly turnover reported in GST filings; no anomalies for Oct. || GSTR-3B filed on schedule for Oct. Turnover consistent with prior quarter.,"Borrower reachable, no dispute raised, account in good standing.",0
MSME02015,MSME,-0.296,0.9156,0,1,0.4367,GSTR-3B filed on schedule for Nov. Turnover consistent with prior quarter. || Regular GST compliance maintained. No late filing flags in Oct. || GST return for Mar filed within due date. ITC claims reconciled.,"Courtesy call completed. No stress indicators noted. || Courtesy call completed. No stress indicators noted. || Borrower reachable, no dispute raised, account in good standing.",0
MSME02016,MSME,-0.6808,0.6319,0,1,0.5754,Regular GST compliance maintained. No late filing flags in Feb. || Steady monthly turnover reported in GST filings; no anomalies for Jun. || Steady monthly turnover reported in GST filings; no anomalies for Mar.,"Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Borrower reachable, no dispute raised, account in good standing.",0
MSME02017,MSME,-0.296,0.0,0,0,0.474,Steady monthly turnover reported in GST filings; no anomalies for Nov. || GSTR-3B filed on schedule for Sep. Turnover consistent with prior quarter.,Routine EMI reminder call placed. Borrower confirmed payment scheduled.,0
MSME02018,MSME,-0.5267,0.8398,0,1,0.5057,Regular GST compliance maintained. No late filing flags in Jan. || Regular GST compliance maintained. No late filing flags in May. || GSTR-3B filed on schedule for Oct. Turnover consistent with prior quarter.,"Courtesy call completed. No stress indicators noted. || Borrower reachable, no dispute raised, account in good standing. || Routine EMI reminder call placed. Borrower confirmed payment scheduled.",0
MSME02019,MSME,-0.5267,0.8525,0,1,0.5038,GST return for Dec filed within due date. ITC claims reconciled. || Regular GST compliance maintained. No late filing flags in Sep. || Regular GST compliance maintained. No late filing flags in Dec.,"Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Borrower reachable, no dispute raised, account in good standing. || Borrower reachable, no dispute raised, account in good standing.",0
MSME02020,MSME,0.0,0.5903,0,0,0.3115,GSTR-3B filed on schedule for May. Turnover consistent with prior quarter. || GSTR-3B filed on schedule for Apr. Turnover consistent with prior quarter. || GSTR-3B filed on schedule for Oct. Turnover consistent with prior quarter.,Courtesy call completed. No stress indicators noted.,0
MSME02021,MSME,-0.6808,0.6319,0,1,0.5754,Steady monthly turnover reported in GST filings; no anomalies for Sep. || Regular GST compliance maintained. No late filing flags in Jan. || Regular GST compliance maintained. No late filing flags in Sep.,"Borrower reachable, no dispute raised, account in good standing.",0
MSME02022,MSME,0.0,0.5903,0,1,0.4115,GSTR-3B filed on schedule for May. Turnover consistent with prior quarter. || Turnover declared in May filing dropped sharply versus prior period.,Courtesy call completed. No stress indicators noted. || Borrower requested restructuring due to declining order book.,1
MSME02023,MSME,-0.2732,0.0,1,1,0.6683,"GST return for Aug filed after due date; ITC mismatch flagged. || Repeated late filing pattern observed for Feb; compliance risk noted. || Nil/near-nil turnover reported in Dec GST return, inconsistent with loan ticket size.",Borrower unresponsive to last two collection calls. || Routine EMI reminder call placed. Borrower confirmed payment scheduled.,1
MSME02024,MSME,-0.6705,-0.8057,1,1,0.8885,"Repeated late filing pattern observed for Feb; compliance risk noted. || Regular GST compliance maintained. No late filing flags in Feb. || Steady monthly turnover reported in GST filings; no anomalies for Mar. || Nil/near-nil turnover reported in Jan GST return, inconsistent with loan ticket size.",Complaint logged: borrower disputes penalty charges amid repayment difficulty. || Courtesy call completed. No stress indicators noted. || Call escalated - borrower reported delay in receivables from customers.,1
MSME02025,MSME,-0.2263,0.3678,1,1,0.6014,GST return for Feb filed within due date. ITC claims reconciled. || GSTR-3B filing delayed by 24 days for Mar. Late fee applicable.,Courtesy call completed. No stress indicators noted. || Call escalated - borrower reported delay in receivables from customers.,1
MSME02026,MSME,-0.2732,-0.4215,1,1,0.7315,"Nil/near-nil turnover reported in Feb GST return, inconsistent with loan ticket size. || Repeated late filing pattern observed for Jan; compliance risk noted.",Borrower requested restructuring due to declining order book. || Borrower requested EMI deferment citing cash flow stress.,1
MSME02027,MSME,-0.5106,-0.8689,1,1,0.858,Repeated late filing pattern observed for Mar; compliance risk noted. || Regular GST compliance maintained. No late filing flags in Jan. || GST return for Jan filed after due date; ITC mismatch flagged.,Complaint logged: borrower disputes penalty charges amid repayment difficulty.,1
MSME02028,MSME,-0.296,0.8525,0,1,0.4461,Regular GST compliance maintained. No late filing flags in Jun. || GSTR-3B filed on schedule for Jul. Turnover consistent with prior quarter.,"Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Borrower reachable, no dispute raised, account in good standing. || Borrower reachable, no dispute raised, account in good standing.",0
MSME02029,MSME,-0.296,0.5903,0,0,0.3855,GSTR-3B filed on schedule for Jan. Turnover consistent with prior quarter. || Regular GST compliance maintained. No late filing flags in Aug. || GST return for Mar filed within due date. ITC claims reconciled.,Courtesy call completed. No stress indicators noted.,0
MSME02030,MSME,-0.5267,0.5903,0,0,0.4431,Steady monthly turnover reported in GST filings; no anomalies for Apr. || Regular GST compliance maintained. No late filing flags in Feb.,Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Courtesy call completed. No stress indicators noted.,0
MSME02031,MSME,-0.5267,0.5903,0,0,0.4431,Regular GST compliance maintained. No late filing flags in Feb. || Steady monthly turnover reported in GST filings; no anomalies for Sep.,Courtesy call completed. No stress indicators noted.,0
MSME02032,MSME,-0.5106,0.0,1,1,0.7276,Repeated late filing pattern observed for Feb; compliance risk noted. || GST return for Mar filed after due date; ITC mismatch flagged. || Steady monthly turnover reported in GST filings; no anomalies for Dec. || GSTR-3B filed on schedule for Feb. Turnover consistent with prior quarter.,Field visit report notes shutdown/reduced operations at business premises. || Routine EMI reminder call placed. Borrower confirmed payment scheduled.,0
MSME02033,MSME,-0.296,0.0,0,0,0.474,GST return for May filed within due date. ITC claims reconciled. || Steady monthly turnover reported in GST filings; no anomalies for Apr.,Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Routine EMI reminder call placed. Borrower confirmed payment scheduled.,0
MSME02034,MSME,-0.6808,0.0,0,0,0.5702,Regular GST compliance maintained. No late filing flags in Mar. || Regular GST compliance maintained. No late filing flags in Jun. || Steady monthly turnover reported in GST filings; no anomalies for Feb.,Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Routine EMI reminder call placed. Borrower confirmed payment scheduled.,0
MSME02035,MSME,0.0,0.9209,0,1,0.3619,GSTR-3B filed on schedule for May. Turnover consistent with prior quarter. || GSTR-3B filed on schedule for Mar. Turnover consistent with prior quarter.,"Courtesy call completed. No stress indicators noted. || Borrower reachable, no dispute raised, account in good standing. || Borrower reachable, no dispute raised, account in good standing.",0
MSME02036,MSME,-0.5267,0.8398,0,1,0.5057,Steady monthly turnover reported in GST filings; no anomalies for Mar. || GSTR-3B filed on schedule for Oct. Turnover consistent with prior quarter. || Regular GST compliance maintained. No late filing flags in Apr.,"Borrower reachable, no dispute raised, account in good standing. || Courtesy call completed. No stress indicators noted.",0
MSME02037,MSME,-0.6808,0.5903,0,0,0.4817,Regular GST compliance maintained. No late filing flags in Apr. || Steady monthly turnover reported in GST filings; no anomalies for Aug. || Steady monthly turnover reported in GST filings; no anomalies for Feb.,Courtesy call completed. No stress indicators noted.,0
MSME02038,MSME,-0.296,0.6319,0,1,0.4792,Regular GST compliance maintained. No late filing flags in Jan. || GST return for May filed within due date. ITC claims reconciled. || GST return for Dec filed within due date. ITC claims reconciled. || GST return for Oct filed within due date. ITC claims reconciled.,"Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Borrower reachable, no dispute raised, account in good standing. || Routine EMI reminder call placed. Borrower confirmed payment scheduled.",0
MSME02039,MSME,0.0,0.8398,0,1,0.374,GSTR-3B filed on schedule for Nov. Turnover consistent with prior quarter. || GSTR-3B filed on schedule for Jun. Turnover consistent with prior quarter.,"Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Borrower reachable, no dispute raised, account in good standing. || Courtesy call completed. No stress indicators noted.",0
MSME02040,MSME,-0.7783,0.0,0,0,0.5946,Steady monthly turnover reported in GST filings; no anomalies for Dec. || Steady monthly turnover reported in GST filings; no anomalies for May. || Steady monthly turnover reported in GST filings; no anomalies for Sep. || Steady monthly turnover reported in GST filings; no anomalies for Sep.,Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Routine EMI reminder call placed. Borrower confirmed payment scheduled.,0
MSME02041,MSME,-0.2263,-0.8689,1,1,0.7869,"GST return for Jan filed within due date. ITC claims reconciled. || GSTR-3B filing delayed by 40 days for May. Late fee applicable. || Nil/near-nil turnover reported in Dec GST return, inconsistent with loan ticket size.",Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Complaint logged: borrower disputes penalty charges amid repayment difficulty.,1
MSME02042,MSME,-0.2732,0.0,1,1,0.6683,"Repeated late filing pattern observed for Oct; compliance risk noted. || Nil/near-nil turnover reported in Jan GST return, inconsistent with loan ticket size. || Turnover declared in Apr filing dropped sharply versus prior period.",Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Borrower unresponsive to last two collection calls. || Borrower unresponsive to last two collection calls.,1
MSME02043,MSME,-0.2263,-0.3182,1,1,0.7043,Turnover declared in Sep filing dropped sharply versus prior period. || GST return for Sep filed after due date; ITC mismatch flagged. || GSTR-3B filing delayed by 18 days for Mar. Late fee applicable.,Call escalated - borrower reported delay in receivables from customers.,1
MSME02044,MSME,0.0,-0.4215,0,1,0.5632,Turnover declared in Dec filing dropped sharply versus prior period. || GSTR-3B filed on schedule for Jun. Turnover consistent with prior quarter.,Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Borrower requested EMI deferment citing cash flow stress. || Field visit report notes shutdown/reduced operations at business premises.,1
MSME02045,MSME,-0.2732,0.0,1,0,0.5683,"Repeated late filing pattern observed for May; compliance risk noted. || Nil/near-nil turnover reported in Apr GST return, inconsistent with loan ticket size. || Nil/near-nil turnover reported in Jan GST return, inconsistent with loan ticket size.",Routine EMI reminder call placed. Borrower confirmed payment scheduled.,1
